Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
that’s great idea,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
totally,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
don’t come,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh good,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey y’know don’t think changes canmake living room,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
changes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
you’reyou’reyou’re gonna bring barca lounger overhere,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
problem,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
well it’s set probably stay together,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh that’s cool i’ll bring,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
see nownow you’re taking away home,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
okay get get nothing nothing mine everythinghere i’ll get morning put clothes head work,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
yeahyeah y’know yeah that’s itthat’s iteverything mine nothing that’sthat’s said ohcome chandler i’m talking barca lounger doesn’tmatch gonna go,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
game room,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
look,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh don’t worry i’m really party girl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
whoa look don’t blurtin’ stuff want toreally think answers okay,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh don’t listen he’s guy really wants theapartment don’t think he’s gonna get,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
take shower curtain,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
hey oh listen clearing space stuff,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh thanks listen monica’s chandlerhad big fight they’re moving,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
mean they’re moving theythey’re stillmoving right,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
nono big blowout room,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
stupid room,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
yeah feel kinda bad i’m also really psyched‘cause don’t move,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh yeah part’s great,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what’s guys fighting really aroom mean silly,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
ross handle,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
well apparently can’t stand watch two peoplei care much hurt something silly mean enough thesilliness,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
well fond silliness also soft spot forthe love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
love best medicine,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
that’s laughter,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
okay right chandler youyou wanna live monica right,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mon wanna live chandler don’t ya,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
understand you’re looking place,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
nono i’m staying put,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oh going offer apartment,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
going,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
you’re never gonna believe uh monica chandler moving inagain that’s great news right—i mean right,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh wow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
yeah bright side get roommates,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yeah y’know umm uh umm umm ross reallyappreciate offer let move everything don’t think it’sgonna weird,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
whwhy whywhywhy would would weird,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well us history,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
would weird still place mean youstill place,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
good neither it’s problem we’re two friendswho happen roommates,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
okay ross eventually gonna dating,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
really,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
yeah i’m gonna boyfriend you’re gonna agirlfriend…,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ohh would great,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
y’know think it’s gonna okay we’lljust work system y’know it’ll like college i’ll hang hangeron door put sign come back later,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sure whole moving thing mean it’s,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
that’s funny,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
he’s silly knows enjoy silliness,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
iii’m serious okay mean think move youstart fighting stupid game rooms next thing y’know break,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
ross right stupid fight room,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
yeah im worried,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah neither,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
still want move together right,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
course,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ross didn’t scare,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
scared ever wanting live,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
come want show something,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh god someone’s killed square man,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
thought barca lounger could go see couldsee tv it’s still walking distance kitchen,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh that’s sweet want show something,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
y’know bigbig uh road signs say merge,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
uhhmm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
y’know thinking could get one signsand hang bed that’s together merge,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
oh god love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
really,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
uh,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
want receive emails upcoming shows pleasegive money buy computer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
umm well let’s see monica chandler occupied,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
fighting,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
thing really think it’s great work thingsout,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yeah there’s breaking,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
hey borrow key house run across streetand make copy,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
umm listen ross really think moving rachel goodidea,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i’ve back forth,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah well maybe go back okay rachel moves youknow you’re right don’t want back together,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ehh don’t don’t think she’s already talked abouty’know dating guys,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
that’s gonna work she’s gonna come home weepyand you’ll tellin’ oh that’s okay you’ll findsomeone,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
telling ross definitely gonna fall love youagain want,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
want,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
comes hold i’m gonna make life much easier,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
right well place closed i’ll copy later,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
whoa whoa whoa joey,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
nononononononono… it’s okay mean i—look rach iknow scared whole naked thursday’s thing don’t haveto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
well would easier move right across hall wait aminute unless you’re thinking naked wednesday’s,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
thursday’s clearly good ya pick day,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
come thanks comin’ back umm okay lot ofpeople interested room narrowed,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
okay make final decision uh want make sureour personalities match okay made little test i’m gonna say wordand say first thing comes mind,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
okay go pillow,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
fight,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
good okay g,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
string,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
excellent okay umm doggy,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kitten,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hey remember monkey,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
twenty percent pretty generous tip joe,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y’know what’s generous fifty percenty’know what’s even generous,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
see you’re goin’,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
what’s greed joe,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
well isn’t something earn little extra money imean can’tcan’t pick don’t know extra shift,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
oh wait wait don’t audition today yeah maybeyou’ll get job,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
oh hahaha ooh wait minute used get medical experiments downon time,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tell talking friends you’reworking,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
uhh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hey guys,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ohh went selfdefense class today,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
wow,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
yeah kicking guy crotch morning really takes ya,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
kick anybody’s ass,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
one class don’t think,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
isn’t kind sushi,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
it’s concept,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah it’s freshwater eel,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
right maybe means too…,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ohh would kill salmon skin roll right,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
y’know fine get attacked don’t even care,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
unagi state total awareness okay achieving true unagican prepared danger may befall,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mean case someone trying steal bamboo sleeping mat oryour kettle fish,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
heyhey monica,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay look need help don’t know get forvalentine’s day,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
well valentine’s day like two weeks ago wouldn’tget calendar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ohh hey don’t book date one thoseromantic spas,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
ooh joey that’s actually really good idea,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
course crotchless panties,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
aw love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
guys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
can’t make crotchless panties take take pair ofscissors cut…,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
yeah thought paper mached one eyes shut,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
oh love paper mache make,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nothing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
gonna,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
well guys made anything maybe take credit,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
hey wait minute sock,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hey honey ask question valentine’s daygifts,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
oh yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
make entire thing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yes you—you forget make,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
course course uh go placewhere ii made pickpick,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
we’re actually end one research cycles sowe’re looking applicants right,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
oh one available identical twins areeligible it’s twins study,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
it’s 2000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
sorry,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
well one testing effects joey tribbiani onattractive nurse receptionists,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ross,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hell,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
ohh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
perhaps i’m curious point girlish screamswould begun,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
right weren’t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hey,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
unagi i’m always aware,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
what’s,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
can’t figure make monica,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
oh don’t make one little jokes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
i’m going crazy okay thing around thatlooks homemade,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
yeah guess could use could say love sends tothe moon,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
wait minute can’t give,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
says captain ross side hatemonica bottom,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
danger,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
hey hi uh ready exchange gifts,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sure okay go first,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
okay come come,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
it’s wrapped finished,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
made tape think romantic songs,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
oh great gift,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh love thank much,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
okay,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
okay ready open,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
it’s sock bunny,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yeahyeah remember call bunny,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
really,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
well one time andand want start seethat’s,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
see y’know umm phoebe makes sock bunnies,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
doesn’t uh phoebe makes—that’suh—they’re sock rabbits completely different—okay okay okay ididn’t make i’m sorry totally forgot tonight fact thatwe’re supposed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
oh it’s okay don’t…,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
nono it’s okay it’s mean just…you’re incredible went time effort make tape forme y’know i’m gonna—i gonna make ii amgoing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
totally completely 100 forgiven,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
remember jacket love much thought wastoo expensive,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
done enough,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
wanna wake early go get,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
don’t—get black brown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oop cake ready,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oop,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
well it’s like old saying sex eat cake,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hell,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i’m joey doin’,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
look got apologize behalf carl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hell carl,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
oh mention carl guy hired identical twin amedical research project,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
y’know sometimes good ideas right front youaren’t,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yeah he’s reason didn’t get big,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
pat sajak,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yep,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alex trebek,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
oh course,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
chuck woolery,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
definitely phoebe find single game show hostwho’s ass cannot kick,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
say,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
say unagi,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
it’s something it’s something,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
y’know easily get chance youcan get hurt,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
right carl we’re next remember gonna,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
another,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
that’s right gonna,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
well i’m gonna talk because…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
that’s us,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
that’s right 2000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
you’re identical twins,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
damnit carl,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
oh good god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
hey continuing countdown favorite meals tonight 3macaroni cheese cut hot dogs,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
look done enough okay stop,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
tonight dinner music thought could listen tothat tape made,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
oh mixed tape,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
okay ladies ends today’s class let’sremember let’s safe,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
it’s great class,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
well would take keys try jam them…,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
nono would,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
attacker,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
yes that’s right,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tired attacking two women work,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
mean it’s okay mean they’rethey’re friendsin fact iii married one,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
let get straight man attacked exwife,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
come monica it’s valentine’s day pleasepleaseplease please,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
going,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
ross,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
oh god jumping women,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
help,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
i… well don’t think need help,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ehh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
hi,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rachel helping head got sunburned,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
awww,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh you’re welcome million,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
know,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
whoa,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well ii gotta go break bonnie,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
well yeah can’ti can’t stay night go inthere she’sshe’s gonna wanna stuff,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
well can’t tell mood,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
likes yeah faking sleep doesn’t work either ican’t tell many mornings woke,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
whoaoh okay yeah telling,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh making worse,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
guess you’d like know happened,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ii mean well think figure guess yknow bornand everyone started lying asses,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
noo wasn’t like remember told howlily frank close well close,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
close,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
well thethe three us kind umm couple,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
don’t even know would work,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well got pregnant scared wasstupid sellfish 18 years old mean remember it’s like tobe eighteen years old,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
yeah let’s see mom killed dad run offand living gremlin guy named cindy talked hand,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
well i’m sorry thought leaving bestparents world didn’t even hear mom dad til couple yearsago already grown don’t know you’re iwould would really would like get know,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yeah well everybody i’m really cool person yknowyou 29 years find didn’t even try yknow walkedout i’m i’m gonna thing,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
wait,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
don’t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
well umm mom’s friend phoebe actually birth mom,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
found dried seashores,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
sweety talking,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
whoa wait pheebs wait second don’t wanna stay talkabout,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
i’m wanna need alone,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
it’s,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
oh awful,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
wrote letter,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
well i’ll waiting come you’re done,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
done,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finished,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
well wanted thorough mean thisthis clearly veryimportant us wanted read every word carefully twice,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
umm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i’m sorry,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
yeah wanted give whole ‘does it’part another glance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
talking ross said read twicelook yknow either doesn’t even,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
sure,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oh sure i’m sure,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
right there’s nuclear holocaust i’m last man onearth would go,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
