Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
what are you talking about ross you just said that you read it twicelook yknow what either it does or it doesn’t and if you have to even,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
are you sure,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oh sure i’m sure,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
all right there’s a nuclear holocaust i’m the last man onearth would you go out with me,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ennnh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i’ve got canned goods,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
excellent hole joe,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh no no my hole,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
jellyfish sting oh it hurts it hurts it hurts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
it’s like two miles,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
yeah and i’m a little tired from digging the hole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh damn the jellyfish damn all the jellyfish,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
we’ve got to do something,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
well there’s really only one thing you can do,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
what what is it,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
you’re gonna have to pee on it,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
what gross,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
don’t blame me i saw it on,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yknow what he’s right there’s something like uh ammoniain that that like kills the pain,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
if you want some privacy you can use my hole,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
how was the beach,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
nothing i don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
what happened,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
nothing i’m gonna take a shower,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
me too,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
me too,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
it does it really and truly does,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
she wants,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh my god if you say that one more time,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
look ross you have what you want you’re back with rachel ifyou bring this up now you’re gonna wreck the best thing that even happened to you,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
what the hell happened on that beach,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
it’s between us and the sea ross,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
okay well umm i know that we haven’t talked in a long time butumm okay our mom is not our birth mom thisthis other lady is our birth mom,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
right okay the one that lives in montuak ummhmm,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
no i umm i read about her in mom’s suicide note,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
i can’t believe you didn’t tell me there was a suicide note,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
yeah so how have you been doing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i umm shut up,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
well it’s pretty much the gist well except for the poem youread the poem right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
noooo,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
pass the cheese please,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
my god you can’t even look at me can you,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
nope,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
no i’mi’m to depressed to talk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i’ll give you a thousand dollars to talk to us,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
no,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
all right that’s it you guys what happened out there,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
what we took a walk nothing happened i can back with nothing all overme,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
what happened joey,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well we have to say something we have to get it out it’s eating mealive monica got stung by a jellyfish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
i was in too much pain,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
and i was tired from digging the huge hole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
and then joey remembered something,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
i’d seen this thing on,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
wait a minute i saw that on,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ewwww,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
that’s right i stepped up she’s my friend and she needed helpand if i had too i’d pee on anyone of you only uhh i couldn’t i got thestage fright i wanted to help but there was too much pressure soso i uh i turned tochandler,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
i’ll go in a second ii just wanted to tell you that therehasn’t been a day where i didn’t regret giving you up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
okay bye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no i’m not done iii just want you to know that i thereason i didn’t look you up was well i was afraid that you’d react just welllike the way the way you’re reacting right now and can’t we just yknowstart from here,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
but it’s not like we’re losing anything yknow,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah i guess you’re right,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
it’s not like wewe know each other or anything or that have,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well i don’t know i mean it’s not like we don’thave,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ii like pizza,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
you do wait i like umm the beetles,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh my god so do i,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i knew it wow,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
waitwaitwait wait puppies cute or ugly,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ohh so cute,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
uhhuh well but umm still i’mi’m mad at you,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
i know i’m mad at me too,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
well umm do you wanna get something to eat i’m kinda hungry,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hey me too,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
all right stop it now you’re just doing it to freak me out,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
ohhooo i missed you,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
i missed you too,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
you have ross you should give yourself credit i mean my mom,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ooh i just wish we hadn’t lost those four months but if time waswhat you needed just to gain a little perspective,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
you bet,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
and for the record it took,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
yeah you and that girl from that copy place which yesterday you tookfull responsibility for,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
i didn’t know what i was taking full responsibility for okay ididn’t finish the whole letter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
what,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
i fell asleep,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
you fell asleep,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
yknow i can’t believe i even,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
oh oh and heyheyhey those little spelling tips will come in handywhen you’re at home on saturday nights playing,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh nonono don’t you worry about me falling asleep i still haveyour letter,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
and hey just so you know it’s,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i knew it,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
we were playing gin yknow if we were a couple we could play thisgame naked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
will you stop,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
okay all right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
okay all right i think you’re great i think you’re sweetand you’re smart and i love you but you will always be the guy who peed on me,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
hey we are,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wow really we get all this rusty crap for free,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
uhhuh this,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
could we,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
because i need the money and i thought that it’d be agreat way to get rid of that last little schmidgen of selfrespect,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
come on i think this is a good thing i don’t think momwould’ve hired you if she didn’t think you were good at what you do,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
just pickle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey uh rach funny story i ah bumped into joanna on thestreet yesterday,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
my boss joanna wow that must’ve been awkward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
well no actually she uh asked me if i wanted to get adrink,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
well not at first,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
what is she doing here,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
i don’t understand last time you went out with her yousaid she was a ‘big dull dud’,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well i think i judged her too quickly and this time wewere able to take the relationship to the next level,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh come on it’s not like this is an everydayoccurrence for me i mean usually i’m pretty much just in there by myself,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
okay i promise i’ll end it,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
doing great the quiches are coming along,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what’s this blue nail polish,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ahh that’s what your grandmother’s handslooked like when we found her,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
let me ask you a question,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
why did you hire me,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
okay i didn’t hear that,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh yeah she didn’t hire me out of pity it wasn’tso she could pick on me in front of her friends she actually thinks i’m good,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
do you ah currently own a set of encyclopedias,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
no no but ah try the classifieds people sell everything inthere,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
actually i’m not buying i’m selling let meask you one question do your friends ever have a conversation and you just nod along eventhough you’re not really sure what they’re talking about,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh yeah i totally agree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeahwellyeah yeahohyeah come on in,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
that’s weird,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
your nails,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh i know i never wear fake ones i just did it so my momwouldn’t give me grief about me biting them,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
oh no i meant that it’s weird that you only have ninenow,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
okay ah please don’t freak out umm but ahthere’s a blue fingernail in one of the quiche cups and there’s no way to knowwhich one,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
and whoever finds it wins the prize,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
then why are you laughing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
it’s nothing it’s just that now your fatherowes me five dollars,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
what you bet i’d lose a nail,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
frozen lasagnas,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
umhmm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
you bet that i’d screw up so all that stuff abouthiring me because i was good was…,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
oh honey come on have a sense of humour you’venever been able to laugh at yourself,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
i don’t get it,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
no i have faith…,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ding,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
op the ruined quiches are ready,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
it just doesn’t…feel like we’re breaking up,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
no we are i’m sad,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no no that was my boss i have to go,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
what are you doing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
why,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
when i walk outside naked people throw garbage at me,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
you are you’re gonna leave me like this,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
knowing you’re here waiting for me i think it’skinda exciting,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hi i brought you back a macaroon,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
that’s weird she locked the door,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
y’know why she’s got the christmas bonus list inthere i saw her working on it this morning,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay swear you won’t tell but when mark left he gave mea key to joanna’s office do you wanna see the list,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
how little,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
a couple of hours i feel awful,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
look this isn’t funny you get back here right now,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
i can’t,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
why not,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i’m in my boss’s car,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
okay here’s the situation the keys to the cuffs areon the back of the door could you be a doll and grab them and scoot on over and unlockme and on a totally different subject that is a lovely pantsuit,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
you,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
i did break up with her she just took it really reallywell,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
and the fact that you were jeopardising my career neverentered your mind,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
it did enter my mind but then something happened that madeit shoot right out,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
yknow what chandler you got yourself into those cuffs youget yourself out of them,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
never,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
you never come into this office again,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
fine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
you give me back my walkman,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
i—never borrowed your walkman,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
well then i lost it you buy me one,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
does it hurt,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
wait a minute what are you gonna tell joanna,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
about what,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
when she sees that you’re gone she’s gonna knowthat i let you out and that i was in here and i’m gonna get fired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
i’ll make something up i’m good at lying iactually did borrow your walkman,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ohhoho i don’t think so,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
well this is much better,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
so here’s somebody interesting joey what do youknow about van gogh,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
he cut off his ear,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
and,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i’m out,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wow that’s pretty nice i thought he cut off his ear‘cause he sucked what else you got in there,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
let’s see ahhh… where does the pope live,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
in the woods no waitwait that’s the joke answer,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
actually its vatican city now ahh what do you knowabout vulcanised rubber,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
spock’s birth control,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hi,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ohh i’m such an idiot i can’t believe i actuallythought she could change,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
well who cares what your mom thinks so you pulled a monica,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
oh good i’m glad that’s catching on,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
no but why does that have to be a bad thing just change whatit means yknow go down there and prove your mother wrong finish the job you were hiredto do and we’ll call that pulling a monica,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
okay umm if a kid gets straight a’s his parents wouldsay yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chandler chandler please i have to get you locked up backthe way you were i am sooo gonna lose my job she’s very private about her officenow i know why,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
hey look you’re in trouble either way okay if shecomes back and sees me locked to this instead of the chair she’s gonna know you werein here so you might as well just let me go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what if i clean your bathroom for a month,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
foot rubs for a month,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
freedom,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i’ll take all of your photos and put them into photoalbums,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sophie sit,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
no god would you just calm down,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
so what do you say joey you get the whole set ofencyclopedias for twelve hundred dollars which works out to just 50 bucks a book,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
twelve hundred dollars you think i have 1200 i’m home inthe middle of the day and i got patio furniture in my living room i guess there’s afew things you don’t get from book learnin’,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
well ah what can you swing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
how about zero down and zero a month for a long long time,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
you don’t have anything,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
for 50 bucks you can get one book what will it be ab c,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
oh ii think i’m gonna stick with the v i wanna see howthis bad boy turns out,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
i ah will buy and wrap all of your christmas gifts,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
no,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
i ah… oh i’ll squeeze you fresh orange juice everymorning,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
with extra pulp,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
you don’t have it,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
i have,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
how do monica and phoebe know,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
i can make you a legend i can make you this generation’smilton berle,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
and milton berle has a…,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
well,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
they’re not even touching the lasagna,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
really,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
oh they love your casserole,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
it’s hard to believe that just a little while ago thiswas nothing but ingredients,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
and you,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i thought it was… quite tasty,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
so if everyone liked it and you liked it that would makethis a success which would make you…,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
well i was going for wrong but we can use your word,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
yes well i was wrong and i have to say you reallyimpressed me today,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
that really means a lot oh and mom don’t bite yournails,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
whwhat’s going on,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
no he doesn’t,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
so did you break up with joanna,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
i think so,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
well it’s good thing you got out when you did before sheblew up like that vesuvius,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the volcano,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
yeah and speaking of volcanoes man are they a violent igneousrock formation,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh yeah lava spewing hot ash of course some are dormant,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
why are you talking about volcanoes all of the sudden,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well we can talk about something else what do you want to talkabout vivisection the vasdeferens the vietnam war,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh yeah yeah,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh god korea is such a beautiful country,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
with such a sad history,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
could there,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
it’s me good morning,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rachel could you come in here for a moment please,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
i seem to have had a slight office mishap could you pleaseget the key off the back of the door for me,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh yeah yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
you tell your friend chandler that we’re,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ross is on a date with my sister and they shut the drapes two andahalfhours ago,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
whoa i didn’t know we could date your sister,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
joey we know you steal our food,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
i’m good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah and y’know who should’ve shut their drapes is thatperverted old couple two doors over,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
oh don’t even ask,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
yuck,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
i can’t believe ross went out with rachel’s sister whenchandler made out with my sister i was mad at him for 10 years,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
that was like 5 years ago,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
yeah you got 5 years left,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
joey…,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
you wanna make it 6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
oh ross hi hey how are ya there you are,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
uhh it was okay yeah it was fun,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
yeah fun great so uh so did you guys hit it off,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i guess so,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
so uh so did anything happen because,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
no no nothing happened i shut the drapes to uh show her slides of myfavorite fossils,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
something could’ve happened all right sheshe really dug my slidesandand she was definitely giving me the vibe,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
