Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
and if not we got to do it on a bucket,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
he’s a keeper how are you feeling,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
can i just say i really admire what you’re doing just raising herall alone,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh i’m not doing it alone i have ross,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh sure now but what happens when he meets somebody else and getsmarried,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
well then he gets a divorce it’s ross,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
i’m telling you rachel listen to janice they all say they’regonna be there until they start their real family,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
well i—that’s never gonna happen with ross,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
oh well that’s what i thought about my first husband now i’mlucky if my kid gets to spend the weekend with her father and the twins and little ms newboobs,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
really,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
well… that’s…y’know—that’s—we’vebeen alone for the last twenty minutes we’re doing okay besides y’know whatii—maybe we won’t be alone ‘cause lately ii—things have beenhappening between me and ross y’know right before i went into labor wewe had thiskiss y’know so it might be the…the beginning of something,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
oh hi,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
say hello to aaron your future soninlaw,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nono no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i’m gonna leave the three of you alone,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
man did you see the kid on that nose,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
huh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
umm…that kiss before we left the apartment that was somesomethinghuh,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
yeah yeah it really was but we…we gotta be careful we…wecan’t let that happen again y’know,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
i mean we don’t want to go down that road do we,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh my god i’m sorry i was talking to this nurse completely forgot,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
is she in there,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
look at emma,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
i just can’t decide who she looks more alike you or rachel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
oh what are you kidding she’s gorgeous it’s all rachel,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
it’s…it’s complicated okay,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah that’s true yeah you love her you always have you have achild together there is no right answer,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
i know i know i know i know and if you try to make it more you mightwreck it,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
yeah exactly,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nothing,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
what is it hey,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
really it’s nothing i’m just…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
rach come on what,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
i’ve just been thinking about how my baby and i are gonna be allalone,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
what are you talking about alone what about ross,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh please he’ll be with his real family the twins and little missnew boobs,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
okay how long was i watching that woman,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i’m just saying that y’know someday ross is gonna meetsomebody and…he’s gonna have his own life right,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
yeah i guess so,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i just never thought i would raise this baby all by myself pretty dumbhuh,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
hey listen to me listen to me…you are never,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
joey honey what would i do without you,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
you don’t have to worry about that okay,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh hon can you grab me my other box of tissues they’re right onthat chair under ross’s coat,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sure,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
my god,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
joey,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
let me ask you why is everybody using these tiny lights nowadays iremember when people used to use big lights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
that’s a good story grandpa,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hey,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
wow monica’s letting other people help decorate her tree didsomeone get her drunk again or,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
having a perfectly decorated tree is not what christmas is aboutit’s about being with the people that you love,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
that is nice and we’re done tada,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i dunno what it is it just doesn’t quite feel like christmas tome,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
oh here,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
see now it feels like christmas,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
… and that’s the story of the dreidle now some peopletrace the christmas tree back to the egyptians who used to bring green palm branches intotheir huts on the shortest day of the year symbolising life’s triumph over deathand that was like 4000 years ago,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
so pretty much around the same time that you started telling thisstory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hey you guys,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hey joe what’s up,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i like her so much,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
aw i’m sorry sweetie that she doesn’t feel the same way,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i know and she’s so sweet i just wanna feed her grapes and brushher hair,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
you are aware that she’s not a monkey right,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
i am so over janine i mean yeah at first i thought she was hotbut now she’s like old news,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
hey guys,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hi janine,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
i just got a call to be a dancer on a television special for newyear’s eve it’s called some sort of dick’n rock’n dickie eve,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hold it are you talking about,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
yeah that’s what i said,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh my god we love that show i mean ross and i have been watching itsince i can remember,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
well i’m gonna be on it this year i’m gonna be one of theparty people,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
you’re gonna be a party person those guys rock the most,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
totally i would love to spend new year’s with you,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
well actually they’re taping tomorrow i don’t reallyunderstand why,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh well you see how it works is the part with dick clark in timessquare is actually live but they tape some of the party stuff ahead of time yeah not alot of people know that,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
yeah well do you guys wanna come too,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
are you serious,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
we are there,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
what what are you laughing at,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
well i used to date him but you’re still going out with her,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
bye,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bye janine,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
did she just ask me out on a date,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
i don’t think so,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what are you talking about she just invited him to the biggest party ofthe millennium,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
yeah but she also invited you and ross yeah honey i’m sorrybut i don’t think that was a romantic thing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh maybe but hey i know how i can find out we’re going to a newyear’s eve party right so at midnight i can kiss her and if she kisses me backgreat y’know but if she says ‘dude what the hell are you doing’ i cansay ‘it wasn’t me it was new years’,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
well that’s a lot better than ross trying to kiss me in highschool and saying that he did it because he needed chapstick,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
it was a dry day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
we are going to,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oh my god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
ok listen i’ve been on sets before so let me give you a littleadvice alright it’s a show but we’re just dancing ok it’s no big dealthe important thing to remember – stay cool,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
got it,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oh my god it’s just like i dreamed it,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ok everyone gather up,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
here’s what’s gonna happen the music’s gonna startyou’re gonna dance we’re gonna tape you don’t look at the camera anyquestions,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah i have a question when is this gonna air,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
uh yeah now you guys dance over there you guys over there and iwant you two right around here and everyone else spread out,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ross so when is it gonna air,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
okay you look in the kitchen i will look in the back closet,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
i can save you time ladies i’m right here,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah chandler why don’t you take a walk this doesn’t concernyou,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
we are looking for our christmas presents from monica,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
what that’s terrible,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
nono we do it every year,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh well that makes it not terrible,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
no yeah we never find them she’s always best at us that wilyminx,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
don’t worry we’re just gonna search here for an hour themwe’re gonna go over to joey’s and search ok,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
no not okay you can’t look for monica’s presents,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
but we have to,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
no you don’t have to and you can’t because i live heretoo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
well then you should look with us,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
why,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
chandler aren’t you worried about what to get monica forchristmas,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
no i have a great idea for a present for her,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chandler that’s not enough i mean what if she gets you a greatpresent two medium presents and a bunch of little presents and you’ve just gottenher one great present i mean that’s just gonna make her feel bad why would you dothat to her chandler why why,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
if i help we can find ‘em faster,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
that’s right,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ooh ooh we have a live one,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh it’s a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ooh who’s it for,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
uhoh she may be onto us,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
we are so gonna find them this year,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
y’know when you guys said you were gonna go across the hall andlook you don’t you don’t do that every year do you,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
yeah,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
you don’t like go into the back of my closet and look under mygym bag or anything,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
okay here comes another camera,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
right no biggie stay loose,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
why do they keep doing that,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
if we wanna get on camera i think we have to get up on one of thoseplatforms they’ve been taping those people up there all day,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
right,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hey what’d you guys do to get up on there,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
we learned how to dance,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh yeah well when you learned how to dance did you forget how to put onunderpants,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey you’re a good dancer,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
really,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
yeah well you’d be better if you just loosened your hips a little,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
what do you mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
like this,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
that’s it feel the rhythm that’s better,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uhhuh,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nonononono we came together,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
nono hey buddy please let me dance with that girl i really like her andi think i have a shot,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
really y’think so i don’t,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i couldnt find anything at joeyheyhey oh hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
yeah we found them there were in the guest room closet behind somecoats,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
yeah and you have nothing to worry about cos theyre all crap,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
those are my gifts i got them for you,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ohhh thanks chandler theyre great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
well chandler what is this very weird metal a z thing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
those are book ends thats a great gift,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ha,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
make sure you put all that stuff back in the closet okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yes okay oh by the way i just gotta say i think its really nice ofyou that even after youve moved you still keep storing that stuff for joey,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
we know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey see that snippy guy over there he’s the one who decides whogets up on the platform we should go dance by him,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
okay everybody hold,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
excuse me sir would it help if i weren’t wearing underpants,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
hey tall guy hey listen i wanted to talk to you about that girl thatyou’re dancing with,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
she’s nice huh to think i almost brought my wife tothis,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
yeah yeah okay uh look buddy i came with that girl and i had thisplan to kiss her at the new years countdown – i’m trying to win her over so iwas wondering if,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
no i don’t think so,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
oh come on man you can dance with my partner she’s real uhmellow,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
look are you dating this girl you came with,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
well i was hoping after tonight that maybe i could you know…,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
no no she’s fair game if you ask me sorry buddy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
god what are you in second grade,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
man this sucks y’know if mom and dad don’t see us on tvafter we made them so jealous i mean who’s gonna be the losers then,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
hey i know what’ll get us up on a platform,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
the routine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
ross we haven’t done the routine since middle school,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hey when the snippy guy sees the routine he’ll wanna buildus our own platform,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
was it really that good,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
we got honourable mention in the brothersister dance categorylook it’s almost fake midnight do we really have any other choice,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
okay let’s do it mom and dad are gonna be so faced,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5 6 7 8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
so do we really have to ask who’s going up on the platformnext,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
oh no you get up there and do that again exactly like that,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hey pal you have about three seconds to get away from mypartner,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
what’s going on over here,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
uh take a look at the guy’s pants i mean i know you told us toshow excitement but don’t you think he went a little overboard,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
what’s the matter with you get out of here,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
yeah take a hike wetpants,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
can you believe this we’re gonna be on the platform for themillennium moment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
i know hey you haven’t been practising the routine have you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
no,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
me too,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ross i think we should stick to the routine we don’t wanna lookstupid,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
okay it all comes down to this whatever happenshappens destiny,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
three two one,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
cut,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
no year happy no year,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
okay here’s where we go to the live shot of times square nicework everyone that’s a wrap,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hey look who i found,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh hey guys,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
y’know birds have a very good sense of direction and i thoughtmaybe they could help us find where the presents are hidden,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
yes if the presents are hidden south for the winter,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
or we could just follow your clever jokes – any ideas nodidn’t think so okay c’mon guys show us where the presents are,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
oh the duck seems to think that monica got me garbage hmm i wonderwhat i could get monica that’s as good as garbage,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
hmm how about my azzz,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hey this is hollow,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
no don’t look directly at them,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
alright no we could look at them,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh this one’s for me,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh this one’s for chandler here,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
and the big one’s for me,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ooh let’s open them,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay okay okay,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hee hee,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wait we can’t do this,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
i don’t wanna know what monica got me y’know i mean looki’m sure she worked really hard at getting you a present and wanting to surprise meand you guys are gonna ruin that and i look we have to put these back this is not whatchristmas is about,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
whatever linus i’m opening mine,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
nobody is opening anything ok look i don’t know about you guysbut i wanna see the look on monica’s face when i give her my present and i’msure she wants to see the look on my face when i get mine so please please can we justcan we put them back,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
will you get us better gifts,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
fine,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
hey guys you found the presents chandler you let them find thepresents great do you know how long it took me to find you that water purifier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
that’s what you got me,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
oh yes i see what you mean that look is priceless,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
home sweet home huh nice to uh get back to reality plus we know howthe new year’s gonna go off i guess there’s no reason for all that y2k panicy’know anyway g’night,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
joey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
oh yoii what was that for,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well i don’t know tonight when they yelled cut and we didn’tget to kiss i was really really disappointed and i just really wanted to kiss you,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
really in the moment i really wanted to kiss you too in the moment,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
in the moment yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
but only in the moment so do ya wanna kiss again,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sure new year’s eve is only two weeks away can you wait,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
no,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
me neither,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3 2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
joey you don’t have to count down every time we kiss,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
uh yeah okay except i sorta felt like i needed a couple of seconds toget ready,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
we were on the platform ready to dance the world into the newmillennium and the guy yelled ‘cut’,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
uh wait so you guys are telling me you actually did the routine fromeighth grade,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
‘cos i was gonna say there’s no way you could’ve done theend the way you guys did it back then,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
what we could do it,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i don’t know i mean you were a lot bigger i mean strongerback then,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
now you do that you’re on tv,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ok so this is pretty much whats happened so far ross was in love withrachel since you know forever but every time he tried to tell her something kind ofgot in the way like cats and italian guys finally chandler was like forget abouther but when ross was in china on his dig,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
it was it was great oh what happened,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
youre bleeding,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
well where do i start this is julie julie this is rachel,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ok well not a problem well just use them to stop the bleeding okbaggage claim ok,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
no way,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
im telling you she went to the airport and shes gonna go for it withross,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
oh my god this is huge this is bigger than huge this is like allright whats bigger than huge,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
um this,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
guys you got your hair cut,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yes yes we did thanks to vidal buffay,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ok i think shes trying to tell us something quick get the verbs,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
thats all right rach we got the bags hi hello julie this is mysister monica this is chandler phoebe joey what up,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
what up,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
everyone this is julie,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hi but im not here you havent met me ill make a much better firstimpression tomorrow when i dont have 20 hours of cab and plane on me,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
and bus,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh my god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
the screaming guy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
and the spitting,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
you gotta hear this story,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
